GEO,CROPS,STRUCPRO\TIME	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Brandenburg,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bremen,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	:	:
Bremen,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hamburg,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	:	:
Hamburg,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hessen,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	: c	: u	: u	: u	0.50	: u	1.10	: u	:	:
Darmstadt,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Gießen,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kassel,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Mecklenburg-Vorpommern,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	:	:
Mecklenburg-Vorpommern,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Niedersachsen,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	: u	0.00	0.00	0.00	0.00	0.00	:	:
Braunschweig,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hannover,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lüneburg,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Weser-Ems,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nordrhein-Westfalen,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	:	:
Düsseldorf,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Köln,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Münster,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Detmold,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Arnsberg,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Rheinland-Pfalz,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	: u	: u	: u	: u	2.30	1.90	2.50	2.60	:	:
Koblenz,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Trier,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Rheinhessen-Pfalz,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Saarland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.10	0.10	0.00	0.00	: c	0.10	0.10	0.10	:	:
Saarland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sachsen,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	: u	0.10	0.20	0.50	0.70	1.50	1.80	2.20	:	:
Dresden,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Chemnitz,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Leipzig,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sachsen-Anhalt,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	5.70	4.00	5.50	7.70	9.00	12.00	11.00	9.20	:	:
Sachsen-Anhalt,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Schleswig-Holstein,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	: u	: u	: u	: u	: c	0.00	0.00	0.00	:	:
Schleswig-Holstein,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Thüringen,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	3.20	1.90	2.70	3.60	4.20	5.50	7.00	6.70	:	:
Thüringen,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Estonia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Eesti,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Extra-Regio NUTS 1,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Extra-Regio NUTS 2,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Ireland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Éire/Ireland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Northern and Western,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Southern,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Eastern and Midland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Border, Midland and Western (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Southern and Eastern (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Extra-Regio NUTS 1,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Extra-Regio NUTS 2,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Greece,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	400.66	387.23	353.96	333.35	388.17	296.25	296.49	253.88	242.39 e	223.82
Voreia Ellada (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	347.61	308.18 e	311.08 e	:	:	:	:	:	:	:
Anatoliki Makedonia, Thraki (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	52.06	42.05 e	46.07 e	:	:	:	:	:	:	:
Kentriki Makedonia (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	153.42	138.68 e	137.23 e	:	:	:	:	:	:	:
Dytiki Makedonia (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	42.75	35.71 e	37.91 e	:	:	:	:	:	:	:
Thessalia (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	99.38	91.74 e	89.87 e	:	:	:	:	:	:	:
Kentriki Ellada (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	44.14	54.53 e	43.00 e	:	:	:	:	:	:	:
Ipeiros (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.01	0.05 e	0.01 e	:	:	:	:	:	:	:
Ionia Nisia (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.26	0.70 e	0.34 e	:	:	:	:	:	:	:
Dytiki Ellada (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	2.69	2.39 e	2.47 e	:	:	:	:	:	:	:
Sterea Ellada (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	36.18	46.64 e	35.71 e	:	:	:	:	:	:	:
Peloponnisos (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	5.00	4.76 e	4.47 e	:	:	:	:	:	:	:
Attiki,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	6.26	5.04	5.04	1.60	4.10	2.56	2.29	1.66	:	:
Attiki,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	6.26	5.04	5.04	1.60	4.10	2.56	2.29	1.66	:	:
Nisia Aigaiou, Kriti,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	2.66	2.75	2.29	2.31	2.71	1.06	2.28	2.51	:	:
Nisia Aigaiou,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	2.65	2.70 e	2.29 e	:	:	:	:	:	:	:
Voreio Aigaio,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.70	0.74	0.88	0.78	0.79	0.74	0.76	0.85	:	:
Notio Aigaio,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1.95	2.00	1.38	1.50	1.80	0.27	1.44	1.60	:	:
Kriti,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.01	0.01	0.02	0.03	0.11	0.06	0.09	0.06	:	:
Voreia Ellada,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	248.24	232.82	214.86	187.92	215.76	155.79	160.84	134.21	:	:
Anatoliki Makedonia, Thraki,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	52.06	43.85	42.60	28.09	49.23	36.24	34.36	25.83	:	:
Kentriki Makedonia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	153.42	152.20	138.74	126.33	129.81	89.68	96.87	81.82	:	:
Dytiki Makedonia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	42.75	36.71	33.47	33.45	36.66	29.84	29.54	26.50	:	:
Ipeiros,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.01	0.06	0.05	0.05	0.05	0.03	0.07	0.07	:	:
Kentriki Ellada,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	143.51	146.61	131.78	141.53	165.60	136.84	131.08	115.49	:	:
Thessalia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	99.38	91.74	83.30	96.86	109.41	89.66	85.29	76.22	:	:
Ionia Nisia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.26	0.70	0.70	0.35	0.21	0.27	0.12	0.17	:	:
Dytiki Ellada,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	2.69	2.49	0.84	0.32	0.52	0.16	0.29	0.19	:	:
Sterea Ellada,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	36.18	46.79	42.18	41.91	51.80	43.59	42.39	36.25	:	:
Peloponnisos,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	5.00	4.90	4.77	2.08	3.66	3.16	2.99	2.66	:	:
Extra-Regio NUTS 1,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Spain,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	411.05	343.39	297.14	347.93	448.16	417.59	374.61	266.64	250.90	248.18 p
Noroeste (ES),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	:
Galicia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	:
Principado de Asturias,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:
Cantabria,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:
Noreste (ES),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	125.75	113.24	88.51	103.11	127.97	126.75	111.03	78.23	60.69	:
País Vasco,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	:
Comunidad Foral de Navarra,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	3.50	2.15	0.63	0.56	1.05	1.15	0.84	0.39	0.38	:
La Rioja,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.12	0.07	0.06	0.03	0.05	0.04	0.05	0.05	0.03	:
Aragón,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	122.13	111.02	87.83	102.52	126.87	125.55	110.14	77.79	60.29	:
Comunidad de Madrid,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.08	0.03	0.09	0.40	0.43	0.28	0.19	0.18	:
Comunidad de Madrid,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.08	0.03	0.09	0.40	0.43	0.28	0.19	0.18	:
Centro (ES),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	12.59	8.47	9.46	10.95	24.01	27.71	20.74	11.90	9.49	:
Castilla y León,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1.78	1.38	1.61	1.15	4.45	8.06	4.97	2.99	1.68	:
Castilla-la Mancha,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	2.88	2.48	2.58	3.39	9.55	10.49	7.19	3.20	2.55	:
Extremadura,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	7.93	4.62	5.27	6.41	10.02	9.15	8.58	5.71	5.26	:
Este (ES),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.31	0.22	0.27	0.38	0.53	0.56	0.39	0.39	0.46	:
Cataluña,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.22	0.19	0.17	0.18	0.25	0.33	0.23	0.22	0.26	:
Comunitat Valenciana,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.09	0.03	0.08	0.20	0.26	0.23	0.16	0.17	0.20	:
Illes Balears,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.01	0.03	0.00	0.02	0.01	0.00	0.00	0.00	:
Sur (ES),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	272.30	221.37	198.86	233.40	295.26	262.14	242.18	175.93	180.06	:
Andalucía,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	271.48	219.31	196.84	232.71	294.71	261.71	241.96	175.69	179.92	:
Región de Murcia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.82	2.06	2.02	0.69	0.54	0.43	0.22	0.24	0.15	:
Ciudad de Ceuta,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:
Ciudad de Melilla,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:
Canarias,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	:
Canarias,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	:
Extra-Regio NUTS 1,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
France,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	437.19	336.12	286.75	318.82	403.00	370.01	353.89	245.50	251.79	287.95
Île de France,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	5.05	3.55	2.43	2.66	3.80	3.46	2.90	2.29	:	:
Île de France,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	5.05	3.55	2.43	2.66	3.80	3.46	2.90	2.29	:	:
Centre - Val de Loire,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	104.00	72.60	65.07	72.22	93.92	85.95	81.38	67.27	:	:
Centre - Val de Loire,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	104.00	72.60	65.07	72.22	93.92	85.95	81.38	67.27	:	:
Bourgogne - Franche-Comté,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1.91	1.70	1.05	0.62	1.37	1.44	1.03	0.87	:	:
Bourgogne,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1.91	1.70	1.05	0.62	1.05	1.17	0.81	0.63	:	:
Franche-Comté,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.32	0.28	0.23	0.24	:	:
Normandie,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1.51	0.98	1.15	0.51	0.51	0.83	0.52	0.69	:	:
Basse-Normandie,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.63	0.40	0.50	0.30	0.25	0.37	0.18	0.21	:	:
Haute-Normandie,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.88	0.58	0.65	0.21	0.26	0.47	0.34	0.48	:	:
Hauts-de-France,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.41	0.40	0.54	0.24	0.56	0.70	0.61	0.49	:	:
Nord-Pas-de-Calais,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.13	0.23	0.50	0.39	0.35	:	:
Picardie,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.41	0.40	0.54	0.11	0.33	0.20	0.22	0.15	:	:
Grand Est,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1.53	0.98	1.34	0.22	0.27	0.45	0.38	0.26	:	:
Alsace,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:	:
Champagne-Ardenne,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.99	0.58	0.73	0.18	0.23	0.39	0.33	0.26	:	:
Lorraine,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.54	0.40	0.61	0.04	0.04	0.06	0.05	0.00	:	:
Pays-de-la-Loire,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	32.03	24.05	24.84	29.69	36.71	32.95	31.11	22.85	:	:
Pays-de-la-Loire,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	32.03	24.05	24.84	29.69	36.71	32.95	31.11	22.85	:	:
Bretagne,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.67	:	:
Bretagne,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.67	:	:
Nouvelle-Aquitaine,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	53.78	36.43	28.35	40.17	64.05	53.65	51.19	32.76	:	:
Aquitaine,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	2.29	2.17	2.00	1.71	3.78	3.52	2.44	1.10	:	:
Limousin,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.20	0.30	0.21	0.24	:	:
Poitou-Charentes,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	51.50	34.27	26.35	38.47	60.07	49.83	48.54	31.43	:	:
Occitanie,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	181.44	144.18	113.70	128.82	150.57	141.64	138.99	87.57	:	:
Languedoc-Roussillon,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	71.21	64.04	59.45	56.33	63.01	54.86	52.27	36.41	:	:
Midi-Pyrénées,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	110.23	80.14	54.25	72.49	87.56	86.78	86.73	51.16	:	:
Auvergne - Rhône-Alpes,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	9.26	8.26	6.98	7.95	10.64	11.28	12.04	8.74	:	:
Auvergne,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.16	0.31	0.40	0.39	0.26	:	:
Rhône-Alpes,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	9.26	8.26	6.98	7.79	10.34	10.88	11.65	8.48	:	:
Provence-Alpes-Côte d'Azur,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	46.27	43.00	41.30	35.75	40.61	37.67	33.73	21.04	:	:
Provence-Alpes-Côte d'Azur,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	46.27	43.00	41.30	35.75	40.61	37.67	33.73	21.04	:	:
Corse,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.02	:	:
Corse,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.02	:	:
RUP FR - Régions ultrapériphériques françaises,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:	:
Guadeloupe,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:	:
Martinique,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:	:
Guyane,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:	:
La Réunion,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:	:
Mayotte,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	:	:
Bassin Parisien (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	108.83	76.46	:	73.65	95.26	:	:	:	:	:
Champagne-Ardenne (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Picardie (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Haute-Normandie (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centre (FR) (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Basse-Normandie (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bourgogne (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nord-Pas-de-Calais (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	:	0.13	0.30	:	:	:	:	:
Nord-Pas-de-Calais (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Est (FR) (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.54	0.40	:	0.04	0.05	:	:	:	:	:
Lorraine (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Alsace (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Franche-Comté (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ouest (FR) (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	83.53	58.31	:	68.15	96.92	:	:	:	:	:
Pays de la Loire (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bretagne (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Poitou-Charentes (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sud-Ouest (FR) (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	112.51	82.31	:	74.21	90.52	:	:	:	:	:
Aquitaine (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Midi-Pyrénées (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Limousin (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centre-Est (FR) (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	9.26	7.93	:	7.95	11.04	:	:	:	:	:
Rhône-Alpes (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Auvergne (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Méditerranée (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	117.48	107.04	:	92.08	103.16	:	:	:	:	:
Languedoc-Roussillon (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Provence-Alpes-Côte d'Azur (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Corse (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Départements d'outre-mer (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	:	:	0.00	0.00	:	:	:	:	:
Guadeloupe (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Martinique (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Guyane (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
La Réunion (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Mayotte (NUTS 2013),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Départements d'outre-mer (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	:	:	:	:	:	:	:	:
Guadeloupe (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	:	:	:	:	:	:	:	:
Martinique (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	:	:	:	:	:	:	:	:
Guyane (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	:	:	:	:	:	:	:	:
Réunion (NUTS 2010),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Croatia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1.11	1.08	1.41	1.53	0.50	0.64	0.46	0.40	0.70	0.90
