GEO,CROPS,STRUCPRO\TIME	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Norra Sverige,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Norra Mellansverige,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Mellersta Norrland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Övre Norrland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
European Free Trade Association,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Iceland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	: z	:
Ísland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Norway,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.05	3.85	4.86	5.53	4.60	5.24	2.32	5.53	4.48	:
Norge,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Oslo og Akershus (statistical region 2016),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Innlandet,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Sør-Østlandet (statistical region 2016),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Agder og Rogaland (statistical region 2016),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Vestlandet (statistical region 2016),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Trøndelag,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Nord-Norge,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Switzerland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	5.81	5.49	6.30	:	4.42	6.17	5.72	5.82 p	6.40	:
Schweiz/Suisse/Svizzera,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Région lémanique,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Espace Mittelland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Nordwestschweiz,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Zürich,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Ostschweiz,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Zentralschweiz,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Ticino,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
United Kingdom,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	6.64	7.34	8.56	8.75	7.81	8.20 p	7.67	8.84	7.08 p	:
North East (UK),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Tees Valley and Durham,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Northumberland and Tyne and Wear,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
North West (UK),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Cumbria,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Greater Manchester,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Lancashire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Cheshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Merseyside,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Yorkshire and The Humber,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
East Yorkshire and Northern Lincolnshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
North Yorkshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
South Yorkshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
West Yorkshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
East Midlands (UK),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Derbyshire and Nottinghamshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Leicestershire, Rutland and Northamptonshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Lincolnshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
West Midlands (UK),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Herefordshire, Worcestershire and Warwickshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Shropshire and Staffordshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
West Midlands,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
East of England,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
East Anglia,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Bedfordshire and Hertfordshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Essex,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
London,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Inner London (NUTS 2010),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Outer London (NUTS 2010),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Inner London - West,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Inner London - East,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Outer London - East and North East,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Outer London - South,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Outer London - West and North West,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
South East (UK),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Berkshire, Buckinghamshire and Oxfordshire,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Surrey, East and West Sussex,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Hampshire and Isle of Wight,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Kent,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
South West (UK),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Gloucestershire, Wiltshire and Bristol/Bath area,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Dorset and Somerset,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Cornwall and Isles of Scilly,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Devon,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Wales,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
West Wales and The Valleys,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
East Wales,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Scotland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Eastern Scotland (NUTS 2013),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
South Western Scotland (NUTS 2013),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
North Eastern Scotland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Highlands and Islands,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Eastern Scotland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
West Central Scotland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Southern Scotland,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Northern Ireland (UK),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Northern Ireland (UK),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Montenegro,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	2.83	3.48	2.95	2.90	3.19 p	3.26 p	3.25 p	2.82 p	:	:
Crna Gora,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
North Macedonia,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	2.70	3.20	3.76	2.75	3.84	2.75	3.40	3.48	3.53	3.63 e
Severna Makedonija,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Albania,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	4.00	:	3.90	4.04	3.69	4.07	4.33	:
Shqipëria,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Serbia,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.98	4.26	3.95	4.12	4.85	4.09	4.54	4.39	4.95	5.35
Srbija - sever,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Beogradski region,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Region Vojvodine,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Srbija - jug,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Region Sumadije i Zapadne Srbije,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Region Juzne i Istocne Srbije,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Turkey,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	2.60	2.80	2.37	2.80	2.70	2.80	2.77	2.91	3.01	:
Istanbul,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Istanbul,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Bati Marmara,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Tekirdag, Edirne, Kirklareli,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Balikesir, Çanakkale,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Ege,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Izmir,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Aydin, Denizli, Mugla,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Manisa, Afyonkarahisar, Kütahya, Usak,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Dogu Marmara,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Bursa, Eskisehir, Bilecik,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Kocaeli, Sakarya, Düzce, Bolu, Yalova,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Bati Anadolu,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Ankara,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Konya, Karaman,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Akdeniz,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Antalya, Isparta, Burdur,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Adana, Mersin,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Hatay, Kahramanmaras, Osmaniye,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Orta Anadolu,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Kayseri, Sivas, Yozgat,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Bati Karadeniz,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Zonguldak, Karabük, Bartin,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Kastamonu, Çankiri, Sinop,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Samsun, Tokat, Çorum, Amasya,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Dogu Karadeniz,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Kuzeydogu Anadolu,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Erzurum, Erzincan, Bayburt,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Agri, Kars, Igdir, Ardahan,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Ortadogu Anadolu,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Malatya, Elazig, Bingöl, Tunceli,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Van, Mus, Bitlis, Hakkari,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Güneydogu Anadolu,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Gaziantep, Adiyaman, Kilis,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Sanliurfa, Diyarbakir,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Mardin, Batman, Sirnak, Siirt,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Bosnia and Herzegovina,Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.73 e	3.95 e	2.53 e	3.48 e	4.34 e	4.21 e	4.07 e	3.88 e	4.66 e	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.35	3.85	3.60	3.38	4.18	3.98	3.46	3.55	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union - 27 countries (from 2020),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union - 28 countries (2013-2020),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Belgium,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Vlaams Gewest,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. Antwerpen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. Limburg (BE),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. Oost-Vlaanderen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. Vlaams-Brabant,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. West-Vlaanderen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Région wallonne,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. Brabant wallon,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. Hainaut,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. Liège,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. Luxembourg (BE),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Prov. Namur,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bulgaria,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Severna i yugoiztochna Bulgaria,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Severozapaden,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Severen tsentralen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Severoiztochen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Yugoiztochen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Yugozapadna i yuzhna tsentralna Bulgaria,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Yugozapaden,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Yuzhen tsentralen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Severna Bulgaria (statistical region 2005),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Czechia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Cesko,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Praha,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Strední Cechy,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Jihozápad,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Severozápad,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Severovýchod,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Jihovýchod,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Strední Morava,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Moravskoslezsko,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Denmark,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Danmark,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hovedstaden,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sjælland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Syddanmark,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Midtjylland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nordjylland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Federal Republic of Germany (former territory of the FRG only),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Baden-Württemberg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Stuttgart,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Karlsruhe,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Freiburg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Tübingen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bayern,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Oberbayern,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Niederbayern,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Oberpfalz,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Oberfranken,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Mittelfranken,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Unterfranken,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Schwaben,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Berlin,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Berlin,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Brandenburg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Brandenburg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bremen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bremen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hamburg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hamburg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hessen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Darmstadt,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Gießen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kassel,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Mecklenburg-Vorpommern,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Mecklenburg-Vorpommern,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Niedersachsen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Braunschweig,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hannover,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lüneburg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Weser-Ems,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nordrhein-Westfalen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Düsseldorf,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Köln,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Münster,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Detmold,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Arnsberg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Rheinland-Pfalz,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Koblenz,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Trier,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Rheinhessen-Pfalz,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Saarland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Saarland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
