GEO,CROPS,STRUCPRO\TIME	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Portugal,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Romania,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Slovenia,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Slovakia,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Finland,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sweden,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Iceland,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Norway,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Switzerland,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
United Kingdom,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Montenegro,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
North Macedonia,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Albania,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Serbia,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Turkey,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bosnia and Herzegovina,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
European Union - 27 countries (from 2020),Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
European Union - 28 countries (2013-2020),Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:	:
Belgium,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Bulgaria,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Czechia,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Denmark,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Germany (until 1990 former territory of the FRG),Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Estonia,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Ireland,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Greece,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Spain,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
France,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Croatia,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Italy,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Cyprus,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Latvia,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Lithuania,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Luxembourg,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Hungary,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Malta,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Netherlands,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Austria,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Poland,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Portugal,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Romania,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Slovenia,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Slovakia,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Finland,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Sweden,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Iceland,Common winter wheat and spelt,EU standard humidity (%)	14.00	:	:	14.00	14.00	14.00	:	:	14.00	14.00
Norway,Common winter wheat and spelt,EU standard humidity (%)	:	:	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Switzerland,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
United Kingdom,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Montenegro,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:	:
North Macedonia,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Albania,Common winter wheat and spelt,EU standard humidity (%)	14.00	:	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Serbia,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Turkey,Common winter wheat and spelt,EU standard humidity (%)	:	:	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Bosnia and Herzegovina,Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common winter wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,764.48	1,363.22	1,705.34	:	1,562.94	1,468.32	1,816.73	1,310.22	1,362.51	:
European Union - 27 countries (from 2020),Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,770.19	1,364.71	1,705.34	:	1,562.94	1,468.32	1,816.73	1,310.22	1,362.51	:
European Union - 28 countries (2013-2020),Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,770.19	1,364.71	1,705.34	:	1,562.94	1,468.32	1,816.73	1,310.22	:	:
Belgium,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	11.80	16.94	3.55	3.14	1.59	1.20	1.14	1.26	2.20 p	:
Bulgaria,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	2.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Czechia,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	69.38	40.97	45.25	51.62	30.60	46.56	46.01	24.93	23.95	75.25
Denmark,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	30.90	28.40	15.50	14.90	17.40	14.50	33.20	13.70	18.30	26.72
Germany (until 1990 former territory of the FRG),Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	152.30	53.40	49.40	53.50	45.30	42.10	112.90	31.80	42.80	30.50
Estonia,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	60.80	79.30	73.40	71.90	73.80	67.30	79.55	51.61	50.09	:
Ireland,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	13.47	15.22	6.46	10.07	7.53	6.76	3.55	3.81	11.44 p	6.05 p
Greece,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Spain,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	91.94	120.86	198.13	149.29	170.52	233.85	225.17	180.40	179.64	242.89 p
France,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	26.59	26.90	17.12	14.19	13.87	13.87	15.53	40.07	18.32
Croatia,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	5.72	1.48	0.12	0.66	0.32	0.60	0.31	2.46	1.70	1.00
Italy,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	:	0.00	0.00	0.00	0.00	0.00	0.00
Cyprus,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00	0.00	0.00	0.00	0.00
Latvia,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	95.30	117.40	237.30	157.30	152.00	124.80	203.60	115.30	116.30	113.20
Lithuania,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	190.80	201.40	353.00	263.20	251.98	191.33	309.72	156.12	141.66	158.20
Luxembourg,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.81	0.84	1.60	0.80	0.44	0.49	0.35	0.32	0.37	:
Hungary,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	17.31	14.70	11.22	14.84	13.79	17.07	8.95	6.33	7.19	6.03
Malta,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Netherlands,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	16.00	28.00	20.00	15.00	11.01	8.35	15.69	8.79	16.45	:
Austria,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	4.12	3.55	3.53	4.87	3.21	4.99	3.38	2.58	2.65	4.97
Poland,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	704.20	270.10	342.50	315.30	483.13	442.00	491.94	468.08	456.95 e	215.56 e
Portugal,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Romania,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	5.59	9.89	5.29	3.84	8.35	8.77	6.84	10.06	13.65	14.16
Slovenia,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.29	0.38	0.42	: u	: u	: u	: u	: u	: u	:
Slovakia,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	12.33	7.35	8.83	15.51	12.44	18.92	12.92	11.25	11.77	29.02
Finland,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	204.20	213.50	226.60	199.40	189.90	159.80	167.20	158.10	176.10	158.30
Sweden,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	82.93	114.44	74.03	63.10	74.77	64.30	79.97	47.33	48.24	45.15
Iceland,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00
Norway,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	65.00	46.00	20.60	48.20	55.40	45.47	:	:	:	:
Switzerland,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1.90	2.31	4.13	1.95	0.96	1.16	1.01	0.88 p	2.20	2.20 e
United Kingdom,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	:
Montenegro,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	: z	0.16	0.12	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
North Macedonia,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	5.03	9.42	6.90	: z	6.53	3.08	3.55	3.47	3.49	3.21 e
Albania,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	:	:	0.00	:	0.00	0.00	0.00	0.00	0.00
Serbia,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	13.65	15.00	16.30	10.20	11.35	6.24	:
Turkey,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	: z	: z	: z	: z	: z	: z	: z
Bosnia and Herzegovina,Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.88 e	0.96 e	0.07 e	4.20 e	3.74 e	4.27 e	4.03 e	4.17 e	6.42 e	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common spring wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	: z	:	:	:	0.00	:	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	7,209.55	5,629.69	7,070.92	:	6,147.15	5,571.26	5,988.67	4,920.22	5,677.50	:
European Union - 27 countries (from 2020),Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	7,230.93	5,636.52	7,070.92	:	6,147.15	5,571.26	5,988.67	4,920.22	5,677.50	:
European Union - 28 countries (2013-2020),Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	7,230.93	5,636.52	7,070.92	:	6,147.15	5,571.26	5,988.67	4,920.22	:	:
Belgium,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	80.55	121.25	21.24	19.13	7.61	6.32	6.81	7.93	12.63 p	:
Bulgaria,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	0.00	5.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00 n
Czechia,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	284.04	169.93	219.65	219.70	139.03	188.68	190.50	95.71	103.16	379.40
Denmark,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	152.51	146.48	69.88	71.16	83.81	71.95	129.48	69.28	98.84	132.32
Germany (until 1990 former territory of the FRG),Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	955.20	332.40	296.10	292.40	239.50	231.20	530.50	151.70	237.50	165.30
Estonia,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	188.50	269.00	267.70	294.10	196.40	231.89	194.50	194.73	186.83	:
Ireland,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	76.28	117.34	50.29	80.87	55.43	51.29	21.18	29.42	79.84 p	45.61 p
Greece,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00 n	0.00	0.00	0.00
Spain,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	411.84	573.02	664.47	643.97	806.71	714.99	1,010.57	774.88	883.79	733.81 p
France,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	167.97	167.92	108.06	69.32	89.46	88.99	105.77	247.21	122.81
Croatia,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	21.38	6.83	0.43	2.68	1.59	2.33	1.31	13.79	8.30	5.56
Italy,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	:	0.00	0.00	0.00	0.00	0.00	:
Cyprus,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00	0.00	0.00	0.00	0.00
Latvia,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	318.40	369.90	941.90	644.40	479.50	433.60	534.50	407.00	485.10	307.80
Lithuania,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	741.80	746.80	1,522.80	1,109.93	861.88	672.07	845.80	492.13	572.48	506.20
Luxembourg,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	3.61	4.56	7.12	4.48	1.77	2.43	1.70	1.61	2.31	:
Hungary,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	54.97	47.20	40.55	59.79	60.01	62.51	27.41	25.56	31.31	24.80
Malta,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Netherlands,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	106.47	201.21	138.70	102.59	69.37	56.65	107.93	60.91	102.67	:
Austria,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	17.08	14.08	17.51	22.77	14.75	20.20	12.28	10.98	11.24	20.61
Poland,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	2,626.90	908.81	1,329.26	1,037.53	1,835.09	1,671.56	1,519.43	1,499.39	1,717.42 e	855.66 e
Portugal,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Romania,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	11.82	31.17	18.75	11.15	33.10	33.92	25.20	37.04	41.67	41.72
Slovenia,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.69	0.82	1.01	: u	: u	: u	: u	: u	: u	:
Slovakia,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	31.80	20.48	32.37	59.11	108.90	70.79	43.73	37.03	40.49	166.12
Finland,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	791.60	837.68	922.55	794.23	740.35	656.98	474.43	688.78	584.24	479.70
Sweden,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	355.50	549.60	335.60	315.60	339.50	298.60	220.40	214.00	224.60	187.00
Iceland,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	:	:	:	0.00 n	0.00 n	0.00	0.00 n	0.00 n	0.00 n	0.00
Norway,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	:	:	: z	: z	: z	: z	:	:	: z	:
Switzerland,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	8.86	11.64	22.23	9.67	3.37	5.95	4.15	3.75 p	9.90	:
United Kingdom,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	:
Montenegro,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	: z	0.62	0.33	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
North Macedonia,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	13.57	30.11	25.92	: z	24.96	8.46	12.11	9.10	12.30	11.68 e
Albania,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	:	:	0.00	:	0.00	0.00	0.00	0.00	0.00
Serbia,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00 n	0.00 n	0.00 n	56.30	72.72	66.70	68.30	49.75	24.72	:
Turkey,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	:	:	:	: z	: z	: z	: z	: z	: z	: z
Bosnia and Herzegovina,Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	3.29 e	3.79 e	2.71 e	11.23 e	15.92 e	15.15 e	14.96 e	16.20 e	29.89 e	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common spring wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	0.00	: z	:	:	:	0.00	:	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
European Union - 27 countries (from 2020),Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
European Union - 28 countries (2013-2020),Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Belgium,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	6.08	4.77	5.26	5.96	6.29	5.66 p	:
Bulgaria,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Czechia,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.09	4.15	4.85	4.26	4.54	4.05	4.14	3.84	4.31	5.04
Denmark,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	4.82	4.96	3.90	5.06	5.40	4.95
Germany (until 1990 former territory of the FRG),Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	6.27	6.22	6.00	5.47	5.29	5.50	4.70	4.77	5.55	5.42
Estonia,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.10	3.39	3.65	4.09	2.66	3.45	2.45	3.77	3.73	:
Ireland,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	5.66	7.71	7.79	8.03	7.36	7.59	5.97	7.73	6.98 p	7.53 p
Greece,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Spain,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	4.31	4.73	3.06	4.49	4.30	4.92	3.02 p
France,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	6.31	4.89	6.53	6.41	6.83	6.17	6.70
Croatia,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.74	4.65	3.64	4.05	4.90	3.74	4.75	5.06	4.88	5.56
Italy,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Cyprus,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	: z	:	:	:	:	:	:
Latvia,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.34	3.15	3.97	4.10	3.15	3.47	2.63	3.53	4.17	2.72
Lithuania,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	4.21	3.42	3.51	2.73	3.15	4.04	3.20
Luxembourg,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	5.63	4.07	4.99	4.85	5.12	6.24	:
Hungary,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	3.61	4.03	4.35	3.66	3.06	4.04	4.35	4.11
Malta,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Netherlands,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	6.84	6.32	:	6.88	6.93	6.24	:
Austria,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.14	3.97	4.96	4.67	4.60	4.05	3.64	4.27	4.26	4.16
Poland,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	3.29	3.76	3.78	3.09	3.20	3.61 e	3.96 e
Portugal,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Romania,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	2.11	3.15	3.54	2.90	3.96	3.87	3.68	3.68	3.05	2.95
Slovenia,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	: u	5.19	: u	: u	: u	: u	:
Slovakia,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	4.13 e	8.75	3.74	3.41	3.41	3.45	5.73
Finland,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.88	3.93	4.07	3.98	3.90	4.11	2.84	4.36	3.32	3.03
Sweden,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.29	4.80	4.53	5.00	4.54	4.64	2.76	4.52	4.66	4.12
Iceland,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	: z	:
Norway,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	: z	: z	:	:	:	:	:	:
Switzerland,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	4.96	3.52	5.15	4.13	4.27 p	4.49	:
United Kingdom,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Montenegro,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	: z	2.95	2.63	:	:	:	:	:	:	:
North Macedonia,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	2.70	3.20	3.75	:	:	2.75	3.41	2.63	3.53	3.63 e
Albania,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Serbia,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	4.13	4.85	4.09	:	:	3.96	:
Turkey,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	: z	: z	: z	: z	:	:	:
Bosnia and Herzegovina,Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	3.72 e	3.88 e	4.65 e	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common spring wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union - 27 countries (from 2020),Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union - 28 countries (2013-2020),Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Belgium,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bulgaria,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Czechia,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Denmark,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Estonia,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ireland,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
